,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000069414,,,4,False,False,False,False,False
ENSRNOG00000032924,similar to ATPase inhibitory factor 1 [Source:RGD Symbol;Acc:1559545],AABR07064753.1,6,False,False,False,False,False
ENSRNOG00000042889,"alkaline phosphatase, germ cell [Source:RGD Symbol;Acc:1565100]",Alpg,9,False,False,False,False,False
ENSRNOG00000064874,ubiquitin carboxyl-terminal hydrolase 17-like protein D [Source:RGD Symbol;Acc:41272412],,1,False,False,False,False,False
ENSRNOG00000064478,,,8,False,False,False,False,False
ENSRNOG00000064661,olfactory receptor 847 [Source:RGD Symbol;Acc:1333321],Olr847,5,False,False,False,False,False
ENSRNOG00000069527,ISG15 ubiquitin-like modifier [Source:RGD Symbol;Acc:1310312],Isg15,5,False,False,False,False,False
ENSRNOG00000004198,syntaxin binding protein 6 [Source:RGD Symbol;Acc:1306117],Stxbp6,6,False,False,False,False,False
ENSRNOG00000066010,,,4,False,False,False,False,False
ENSRNOG00000052224,"CUGBP, Elav-like family member 6 [Source:RGD Symbol;Acc:1310451]",Celf6,8,False,False,False,False,False
ENSRNOG00000007048,"RAP1B, member of RAS oncogene family [Source:RGD Symbol;Acc:620577]",Rap1b,7,False,False,False,False,False
ENSRNOG00000070575,TAFA chemokine like family member 1 [Source:RGD Symbol;Acc:1563030],Tafa1,4,False,False,False,False,False
ENSRNOG00000061664,Ly49s8 [Source:RGD Symbol;Acc:1562972],,4,False,False,False,False,False
ENSRNOG00000011284,sphingomyelin synthase 2 [Source:RGD Symbol;Acc:1305778],Sgms2,2,False,False,False,False,False
ENSRNOG00000065103,,,7,False,False,False,False,False
ENSRNOG00000007088,exportin for tRNA [Source:RGD Symbol;Acc:1305562],Xpot,7,False,False,False,False,False
ENSRNOG00000014143,collagen type XXIV alpha 1 chain [Source:RGD Symbol;Acc:1565539],Col24a1,2,False,False,False,False,False
ENSRNOG00000029980,zinc finger and BTB domain containing 16 [Source:RGD Symbol;Acc:727921],Zbtb16,8,False,False,False,False,False
ENSRNOG00000020501,tight junction protein 3 [Source:RGD Symbol;Acc:1309247],Tjp3,7,False,False,False,False,False
ENSRNOG00000011130,calcitonin-related polypeptide alpha [Source:RGD Symbol;Acc:2254],Calca,1,False,False,False,False,False
ENSRNOG00000064372,,,1,False,False,False,False,False
ENSRNOG00000049054,neurotensin receptor 2 [Source:RGD Symbol;Acc:70962],Ntsr2,6,False,False,False,False,False
ENSRNOG00000004857,L-2-hydroxyglutarate dehydrogenase [Source:RGD Symbol;Acc:1306250],L2hgdh,6,False,False,False,False,False
ENSRNOG00000067334,,,7,False,False,False,False,False
ENSRNOG00000060407,calcium voltage-gated channel subunit alpha1 I [Source:RGD Symbol;Acc:68944],Cacna1i,7,False,False,False,False,False
ENSRNOG00000042886,ribosomal protein S28 [Source:RGD Symbol;Acc:621046],Rps28,7,False,False,False,False,False
ENSRNOG00000062386,,,7,False,False,False,False,False
ENSRNOG00000005801,syntaxin 17 [Source:RGD Symbol;Acc:708499],Stx17,5,False,False,False,False,False
ENSRNOG00000017136,synaptotagmin 17 [Source:RGD Symbol;Acc:708576],Syt17,1,False,False,False,False,False
ENSRNOG00000004520,dynein 2 intermediate chain 1 [Source:RGD Symbol;Acc:1306493],Dync2i1,6,False,False,False,False,False
ENSRNOG00000011740,protein O-glucosyltransferase 2 [Source:RGD Symbol;Acc:1304684],Poglut2,9,False,False,False,False,False
ENSRNOG00000069088,,,4,False,False,False,False,False
ENSRNOG00000008274,"XPC complex subunit, DNA damage recognition and repair factor [Source:RGD Symbol;Acc:1305760]",Xpc,4,False,False,False,False,False
ENSRNOG00000005903,ST14 transmembrane serine protease matriptase [Source:RGD Symbol;Acc:69288],St14,8,False,False,False,False,False
ENSRNOG00000042808,similar to novel protein similar to esterases [Source:RGD Symbol;Acc:1559644],RGD1559644,5,False,False,False,False,False
ENSRNOG00000063083,,,7,False,False,False,False,False
ENSRNOG00000017213,cyclin-dependent kinase 11B [Source:RGD Symbol;Acc:628604],Cdk11b,5,False,False,False,False,False
ENSRNOG00000067692,,,7,False,False,False,False,False
ENSRNOG00000049025,ribosomal protein S6 [Source:RGD Symbol;Acc:3602],Rps6,5,False,False,False,False,False
ENSRNOG00000065775,,,4,False,False,False,False,False
ENSRNOG00000042391,serpin family A member 9 [Source:RGD Symbol;Acc:1304789],Serpina9,6,False,False,False,False,False
ENSRNOG00000070723,,,7,False,False,False,False,False
ENSRNOG00000054736,"vomeronasal 2 receptor, 16 [Source:RGD Symbol;Acc:1593384]",Vom2r16,1,False,False,False,False,False
ENSRNOG00000024651,growth regulating estrogen receptor binding 1 [Source:RGD Symbol;Acc:1564091],Greb1,6,False,False,False,False,False
ENSRNOG00000006444,FKBP prolyl isomerase 4 [Source:RGD Symbol;Acc:628729],Fkbp4,4,False,False,False,False,False
ENSRNOG00000012315,agmatinase [Source:RGD Symbol;Acc:1308424],Agmat,5,False,False,False,False,False
ENSRNOG00000063297,,,6,False,False,False,False,False
ENSRNOG00000067056,,,4,False,False,False,False,False
ENSRNOG00000014872,"SEC24 homolog D, COPII coat complex component [Source:RGD Symbol;Acc:1311720]",Sec24d,2,False,False,False,False,False
ENSRNOG00000005642,fibroblast growth factor receptor substrate 2 [Source:RGD Symbol;Acc:1308201],Frs2,7,False,False,False,False,False
ENSRNOG00000049788,olfactory receptor 841 [Source:RGD Symbol;Acc:1332764],Olr841,5,False,False,False,False,False
ENSRNOG00000069037,,,5,False,False,False,False,False
ENSRNOG00000017197,platelet derived growth factor subunit B [Source:RGD Symbol;Acc:3283],Pdgfb,7,False,False,False,False,False
ENSRNOG00000017321,TruB pseudouridine synthase family member 1 [Source:RGD Symbol;Acc:1308502],Trub1,1,False,False,False,False,False
ENSRNOG00000004893,distal membrane arm assembly component 2 like [Source:RGD Symbol;Acc:1359208],Dmac2l,6,False,False,False,False,False
ENSRNOG00000022894,"basic, immunoglobulin-like variable motif containing [Source:RGD Symbol;Acc:1311888]",Bivm,9,False,False,False,False,False
ENSRNOG00000004048,leucine-rich repeat kinase 2 [Source:RGD Symbol;Acc:1561168],Lrrk2,7,False,False,False,False,False
ENSRNOG00000010873,PITH domain containing 1 [Source:RGD Symbol;Acc:1308048],Pithd1,5,False,False,False,False,False
ENSRNOG00000008061,NUAK family kinase 1 [Source:RGD Symbol;Acc:1309956],Nuak1,7,False,False,False,False,False
ENSRNOG00000068215,olfactory receptor 845 [Source:RGD Symbol;Acc:1332933],Olr845,5,False,False,False,False,False
ENSRNOG00000069554,probable ATP-dependent RNA helicase DDX41-like [Source:RGD Symbol;Acc:6486301],,6,False,False,False,False,False
ENSRNOG00000045614,PRAME family member 22-like [Source:RGD Symbol;Acc:7559665],AABR07049455.1,5,False,False,False,False,False
ENSRNOG00000065884,olfactory receptor 324 [Source:RGD Symbol;Acc:1333150],Olr324,1,False,False,False,False,False
ENSRNOG00000043093,adaptor related protein complex 1 subunit mu 2 [Source:RGD Symbol;Acc:1561490],Ap1m2,8,False,False,False,False,False
ENSRNOG00000012503,DnaJ heat shock protein family (Hsp40) member C16 [Source:RGD Symbol;Acc:1359395],Dnajc16,5,False,False,False,False,False
ENSRNOG00000011814,chromobox 3 [Source:RGD Symbol;Acc:1549705],Cbx3,4,False,False,False,False,False
ENSRNOG00000008595,tetratricopeptide repeat domain 12 [Source:RGD Symbol;Acc:1303264],Ttc12,8,False,False,False,False,False
ENSRNOG00000008598,BTB domain containing 7 [Source:RGD Symbol;Acc:1306262],Btbd7,6,False,False,False,False,False
ENSRNOG00000065811,,,1,False,False,False,False,False
ENSRNOG00000020255,seryl-tRNA synthetase 1 [Source:RGD Symbol;Acc:628813],Sars1,2,False,False,False,False,False
ENSRNOG00000062977,,,6,False,False,False,False,False
ENSRNOG00000064735,,,9,False,False,False,False,False
ENSRNOG00000055093,centrosomal protein 43 [Source:RGD Symbol;Acc:1583370],Cep43,1,False,False,False,False,False
ENSRNOG00000012258,RAS related 2 [Source:RGD Symbol;Acc:1310793],Rras2,1,False,False,False,False,False
ENSRNOG00000020466,amyloid beta precursor protein binding family A member 3 [Source:RGD Symbol;Acc:620846],Apba3,7,False,False,False,False,False
ENSRNOG00000068816,,,5,False,False,False,False,False
ENSRNOG00000006901,CD320 molecule [Source:RGD Symbol;Acc:1305860],Ndufa7,7,False,False,False,False,False
ENSRNOG00000064204,lysophosphatidic acid receptor 3 [Source:RGD Symbol;Acc:620565],Lpar3,2,False,False,False,False,False
ENSRNOG00000069032,apolipoprotein L3-like [Source:RGD Symbol;Acc:41279919],,7,False,False,False,False,False
ENSRNOG00000014305,F-box protein 42 [Source:RGD Symbol;Acc:1304787],Fbxo42,5,False,False,False,False,False
ENSRNOG00000066641,,,6,False,False,False,False,False
ENSRNOG00000024338,hypothetical protein LOC690276 [Source:RGD Symbol;Acc:1582838],,6,False,False,False,False,False
ENSRNOG00000008696,NOP protein chaperone 1 [Source:RGD Symbol;Acc:1563365],Nopchap1,7,False,False,False,False,False
ENSRNOG00000005576,ribose 5-phosphate isomerase A [Source:RGD Symbol;Acc:1311377],Rpia,4,False,False,False,False,False
ENSRNOG00000038720,cyclin dependent kinase like 1 [Source:RGD Symbol;Acc:1305080],Cdkl1,6,False,False,False,False,False
ENSRNOG00000017564,MIB E3 ubiquitin protein ligase 2 [Source:RGD Symbol;Acc:1359469],Mib2,5,False,False,False,False,False
ENSRNOG00000056219,oxidized low density lipoprotein receptor 1 [Source:RGD Symbol;Acc:620515],Olr1,4,False,False,False,False,False
ENSRNOG00000005034,Rho guanine nucleotide exchange factor 25 [Source:RGD Symbol;Acc:735210],Arhgef25,7,False,False,False,False,False
ENSRNOG00000013959,SKI family transcriptional corepressor 1 [Source:RGD Symbol;Acc:1307687],Skor1,8,False,False,False,False,False
ENSRNOG00000051619,ankyrin repeat and SOCS box-containing 2 [Source:RGD Symbol;Acc:1306414],Asb2,6,False,False,False,False,False
ENSRNOG00000067119,small integral membrane protein 17 [Source:RGD Symbol;Acc:1559613],Smim17,1,False,False,False,False,False
ENSRNOG00000070921,,,2,False,False,False,False,False
ENSRNOG00000015274,DEAD-box helicase 20 [Source:RGD Symbol;Acc:621744],Ddx20,2,False,False,False,False,False
ENSRNOG00000019476,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:RGD Symbol;Acc:1309244]",Agap1,9,False,False,False,False,False
ENSRNOG00000066547,ubiquitin carboxyl-terminal hydrolase DUB-1-like [Source:RGD Symbol;Acc:6500127],,1,False,False,False,False,False
ENSRNOG00000060879,uncharacterized LOC100910996 [Source:RGD Symbol;Acc:6495714],1500009L16Rik,7,False,False,False,False,False
ENSRNOG00000006972,zinc finger protein 189 [Source:RGD Symbol;Acc:1306510],Zfp189,5,False,False,False,False,False
ENSRNOG00000013783,"EF-hand domain family, member D2 [Source:RGD Symbol;Acc:1307585]",Efhd2,5,False,False,False,False,False
ENSRNOG00000068725,,,7,False,False,False,False,False
ENSRNOG00000004110,tribbles pseudokinase 2 [Source:RGD Symbol;Acc:1564451],Trib2,6,False,False,False,False,False
ENSRNOG00000032420,"high mobility group box 1, pseudogene 3 [Source:RGD Symbol;Acc:1588759]",AC108595.1,7,False,False,False,False,False
ENSRNOG00000025037,ankyrin repeat and kinase domain containing 1 [Source:RGD Symbol;Acc:1305538],Ankk1,8,False,False,False,False,False
ENSRNOG00000005628,homeobox A1 [Source:RGD Symbol;Acc:11414885],Hoxa1,4,False,False,False,False,False
ENSRNOG00000053188,,AABR07051565.1,4,False,False,False,False,False
ENSRNOG00000022812,"ERCC excision repair 5, endonuclease [Source:RGD Symbol;Acc:1586176]",Ercc5,9,False,False,False,False,False
ENSRNOG00000020950,synoviolin 1 [Source:RGD Symbol;Acc:1310488],Syvn1,1,False,False,False,False,False
ENSRNOG00000022967,solute carrier family 35 member D1 [Source:RGD Symbol;Acc:1309843],Slc35d1,5,False,False,False,False,False
ENSRNOG00000058647,,AABR07056470.1,7,False,False,False,False,False
ENSRNOG00000015962,nicotinamide nucleotide adenylyltransferase 1 [Source:RGD Symbol;Acc:1310996],Nmnat1,5,False,False,False,False,False
ENSRNOG00000013201,testis expressed 264 [Source:RGD Symbol;Acc:1359353],Tex264,8,False,False,False,False,False
ENSRNOG00000043197,hypothetical protein LOC688613 [Source:RGD Symbol;Acc:1586487],,7,False,False,False,False,False
ENSRNOG00000023122,,,7,False,False,False,False,False
ENSRNOG00000012749,complement C1q B chain [Source:RGD Symbol;Acc:2229],C1qb,5,False,False,False,False,False
ENSRNOG00000017744,DNA-damage regulated autophagy modulator 2 [Source:RGD Symbol;Acc:1564099],Dram2,2,False,False,False,False,False
ENSRNOG00000004216,leucine rich repeat protein 1 [Source:RGD Symbol;Acc:1589026],Lrr1,6,False,False,False,False,False
ENSRNOG00000029028,MAPK interacting serine/threonine kinase 2 [Source:RGD Symbol;Acc:1305728],Mknk2,7,False,False,False,False,False
ENSRNOG00000064803,,,1,False,False,False,False,False
ENSRNOG00000067243,,,7,False,False,False,False,False
ENSRNOG00000025297,G protein-coupled receptor 171 [Source:RGD Symbol;Acc:1585271],Gpr171,2,False,False,False,False,False
ENSRNOG00000009772,kirre like nephrin family adhesion molecule 3 [Source:RGD Symbol;Acc:1311382],Kirrel3,8,False,False,False,False,False
ENSRNOG00000005424,ornithine decarboxylase 1 [Source:RGD Symbol;Acc:3227],Odc1,6,False,False,False,False,False
ENSRNOG00000007178,CD8a molecule [Source:RGD Symbol;Acc:2316],Cd8a,4,False,False,False,False,False
ENSRNOG00000020525,collagen type V alpha 3 chain [Source:RGD Symbol;Acc:70922],Col5a3,8,False,False,False,False,False
ENSRNOG00000038166,prostaglandin reductase 2 [Source:RGD Symbol;Acc:1310518],Ptgr2,6,False,False,False,False,False
ENSRNOG00000009046,PHD finger protein 13 [Source:RGD Symbol;Acc:1308145],Phf13,5,False,False,False,False,False
ENSRNOG00000066676,,,4,False,False,False,False,False
ENSRNOG00000067417,uncharacterized LOC102552424 [Source:RGD Symbol;Acc:7747383],,7,False,False,False,False,False
ENSRNOG00000066926,,,6,False,False,False,False,False
ENSRNOG00000013413,RAR-related orphan receptor B [Source:RGD Symbol;Acc:1306778],Rorb,1,False,False,False,False,False
ENSRNOG00000005362,RAB3A interacting protein [Source:RGD Symbol;Acc:620650],Rab3ip,7,False,False,False,False,False
ENSRNOG00000026976,vomeronasal type-2 receptor 116-like [Source:RGD Symbol;Acc:11482623],AABR07056369.1,7,False,False,False,False,False
ENSRNOG00000042018,LOC362451 [Source:RGD Symbol;Acc:1306750],RGD1306750,4,False,False,False,False,False
ENSRNOG00000021727,olfactory receptor 1875 [Source:RGD Symbol;Acc:1592197],Olr1875,1,False,False,False,False,False
ENSRNOG00000010359,BCL2-interacting killer [Source:RGD Symbol;Acc:621547],Bik,7,False,False,False,False,False
ENSRNOG00000005129,deltex E3 ubiquitin ligase 3 [Source:RGD Symbol;Acc:1566181],Dtx3,7,False,False,False,False,False
ENSRNOG00000064982,uncharacterized LOC120102213 [Source:RGD Symbol;Acc:41353109],,4,False,False,False,False,False
ENSRNOG00000057061,homeo box A13 [Source:RGD Symbol;Acc:1562483],Hoxa13,4,False,False,False,False,False
ENSRNOG00000050539,fibulin 5 [Source:RGD Symbol;Acc:2594],Fbln5,6,False,False,False,False,False
ENSRNOG00000033522,PR/SET domain 2 [Source:RGD Symbol;Acc:1594531],Prdm2,5,False,False,False,False,False
ENSRNOG00000067432,ubiquitin carboxyl-terminal hydrolase 17-like protein D [Source:RGD Symbol;Acc:41094097],,1,False,False,False,False,False
ENSRNOG00000062345,,,4,False,False,False,False,False
ENSRNOG00000012959,Ngfi-A binding protein 1 [Source:RGD Symbol;Acc:70882],Nab1,9,False,False,False,False,False
ENSRNOG00000021182,synaptic vesicle glycoprotein 2a [Source:RGD Symbol;Acc:619715],Sv2a,2,False,False,False,False,False
ENSRNOG00000067407,,,7,False,False,False,False,False
ENSRNOG00000069868,,,6,False,False,False,False,False
ENSRNOG00000068921,,,4,False,False,False,False,False
ENSRNOG00000033579,glycosyltransferase 8 domain containing 2 [Source:RGD Symbol;Acc:1560432],Glt8d2,7,False,False,False,False,False
ENSRNOG00000017477,matrix metallopeptidase 23 [Source:RGD Symbol;Acc:620201],Mmp23,5,False,False,False,False,False
ENSRNOG00000015718,similar to RIKEN cDNA 6430571L13 gene; similar to g20 protein [Source:RGD Symbol;Acc:1307461],RGD1307461,8,False,False,False,False,False
ENSRNOG00000042771,"apolipoprotein L, 3 [Source:RGD Symbol;Acc:1306480]",Apol3,7,False,False,False,False,False
ENSRNOG00000058653,transmembrane protein 52B [Source:RGD Symbol;Acc:1586337],Tmem52b,4,False,False,False,False,False
ENSRNOG00000069235,,,4,False,False,False,False,False
ENSRNOG00000071139,olfactory receptor 172 [Source:RGD Symbol;Acc:1332903],Olr172,1,False,False,False,False,False
ENSRNOG00000008953,,AABR07049353.1,5,False,False,False,False,False
ENSRNOG00000007654,leucine-rich repeats and immunoglobulin-like domains 3 [Source:RGD Symbol;Acc:1561255],Lrig3,7,False,False,False,False,False
ENSRNOG00000001804,"inositol 1,4,5-trisphosphate receptor, type 2 [Source:RGD Symbol;Acc:69649]",Itpr2,4,False,False,False,False,False
ENSRNOG00000015328,similar to Translocase of outer mitochondrial membrane 20 homolog [Source:RGD Symbol;Acc:1561341],AABR07060577.1,4,False,False,False,False,False
ENSRNOG00000014637,ataxin 10 [Source:RGD Symbol;Acc:621813],Atxn10,7,False,False,False,False,False
ENSRNOG00000009184,forkhead box P1 [Source:RGD Symbol;Acc:1308669],Foxp1,4,False,False,False,False,False
ENSRNOG00000070422,"cleavage stimulation factor subunit 2, tau variant [Source:RGD Symbol;Acc:1310026]",Cstf2t,1,False,False,False,False,False
ENSRNOG00000016200,transmembrame protein 274 [Source:MGI Symbol;Acc:MGI:3701129],Tmem274,5,False,False,False,False,False
ENSRNOG00000064490,,,6,False,False,False,False,False
ENSRNOG00000022932,serine hydrolase-like 2 [Source:RGD Symbol;Acc:1563386],Serhl2,7,False,False,False,False,False
ENSRNOG00000069590,,,4,False,False,False,False,False
ENSRNOG00000063932,,,4,False,False,False,False,False
ENSRNOG00000060853,isoamyl acetate hydrolyzing esterase 1 [Source:RGD Symbol;Acc:727866],Iah1,6,False,False,False,False,False
ENSRNOG00000068013,,,4,False,False,False,False,False
ENSRNOG00000070107,olfactory receptor 1179 [Source:RGD Symbol;Acc:1332873],Olr1179,8,False,False,False,False,False
ENSRNOG00000055734,hypothetical LOC100362996 [Source:RGD Symbol;Acc:2323698],,4,False,False,False,False,False
ENSRNOG00000033503,low density lipoprotein receptor class A domain containing 2 [Source:RGD Symbol;Acc:1564888],Ldlrad2,5,False,False,False,False,False
ENSRNOG00000030420,LRRGT00051 [Source:RGD Symbol;Acc:1563312],,6,False,False,False,False,False
ENSRNOG00000021355,carbonic anhydrase 6 [Source:RGD Symbol;Acc:70516],Ca6,5,False,False,False,False,False
ENSRNOG00000019592,IQ motif containing with AAA domain [Source:RGD Symbol;Acc:15003483],Iqca1,9,False,False,False,False,False
ENSRNOG00000059771,uncharacterized LOC108350669 [Source:RGD Symbol;Acc:11407309],AC094253.1,4,False,False,False,False,False
ENSRNOG00000012502,serine/threonine kinase 17b [Source:RGD Symbol;Acc:620457],Stk17b,9,False,False,False,False,False
ENSRNOG00000063336,olfactory receptor 278 [Source:RGD Symbol;Acc:1332675],Olr278,1,False,False,False,False,False
